2024-02-17 23:54:31,948 - Starting new HTTPS connection (1): statistik.bra.se:443
2024-02-17 23:54:32,232 - https://statistik.bra.se:443 "GET /solwebb/action/start?menykatalogid=1 HTTP/1.1" 200 None
2024-02-17 23:54:32,333 - https://statistik.bra.se:443 "GET /solwebb/action/anmalda/urval/urval?menyid=37 HTTP/1.1" 200 None
2024-02-17 23:54:32,390 - Executing request 1/1230 for topic 37
2024-02-17 23:54:32,428 - https://statistik.bra.se:443 "POST /solwebb/action/anmalda/urval/vantapopup HTTP/1.1" 200 1084
2024-02-17 23:54:34,305 - https://statistik.bra.se:443 "GET /solwebb/action/anmalda/urval/sok HTTP/1.1" 200 700
2024-02-17 23:54:36,844 - https://statistik.bra.se:443 "POST /solwebb/action/anmalda/resultat/dbfil HTTP/1.1" 200 None
2024-02-17 23:54:37,231 - Saving response for request 7677
2024-02-17 23:54:37,231 - Response content: Region;Brott;År;Period;Antal;/100 000 inv
Borgholm kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Borgholm kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Borgholm kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;9;
Borgholm kommun;5 kap. Ärekränkningsbrott;1997;Helår;7;60;
Borgholm kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;2001;Jan;1;9;
Borgholm kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;2004;Nov;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;2006;Dec;2;18;
Borgholm kommun;5 kap. Ärekränkningsbrott;2009;Jun;..;..;
Borgholm kommun;5 kap. Ärekränkningsbrott;2010;Jun;2;19;
Borgholm kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Emmaboda kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Emmaboda kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;10;
Emmaboda kommun;5 kap. Ärekränkningsbrott;1997;Helår;1;10;
Emmaboda kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Emmaboda kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2001;Jan;1;10;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2004;Nov;1;10;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2006;Mar;2;21;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2006;Dec;3;32;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2009;Jun;1;11;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2010;Jun;1;11;
Emmaboda kommun;5 kap. Ärekränkningsbrott;2011;Okt;1;11;
Hultsfred kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Hultsfred kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Hultsfred kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;6;
Hultsfred kommun;5 kap. Ärekränkningsbrott;1997;Helår;3;19;
Hultsfred kommun;5 kap. Ärekränkningsbrott;1998;Jul;1;6;
Hultsfred kommun;5 kap. Ärekränkningsbrott;1999;Feb;1;6;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2001;Jan;2;13;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2002;Feb;1;7;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2004;Nov;..;..;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2006;Mar;1;7;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2006;Dec;3;21;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2009;Jun;..;..;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2010;Jun;..;..;
Hultsfred kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Högsby kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Högsby kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Högsby kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Högsby kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Högsby kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Högsby kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Högsby kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Högsby kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Högsby kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Högsby kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Högsby kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Högsby kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;1997;Helår;4;58;
Högsby kommun;5 kap. Ärekränkningsbrott;1998;Jul;1;15;
Högsby kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2004;Nov;3;48;
Högsby kommun;5 kap. Ärekränkningsbrott;2006;Mar;1;17;
Högsby kommun;5 kap. Ärekränkningsbrott;2006;Dec;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2009;Jun;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2010;Jun;..;..;
Högsby kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Kalmar kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Kalmar kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Kalmar kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Kalmar kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Kalmar kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Kalmar kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;2;3;
Kalmar kommun;5 kap. Ärekränkningsbrott;1997;Helår;20;34;
Kalmar kommun;5 kap. Ärekränkningsbrott;1998;Jul;3;5;
Kalmar kommun;5 kap. Ärekränkningsbrott;1999;Feb;4;7;
Kalmar kommun;5 kap. Ärekränkningsbrott;2001;Jan;2;3;
Kalmar kommun;5 kap. Ärekränkningsbrott;2002;Feb;2;3;
Kalmar kommun;5 kap. Ärekränkningsbrott;2004;Nov;3;5;
Kalmar kommun;5 kap. Ärekränkningsbrott;2006;Mar;5;8;
Kalmar kommun;5 kap. Ärekränkningsbrott;2006;Dec;2;3;
Kalmar kommun;5 kap. Ärekränkningsbrott;2009;Jun;7;11;
Kalmar kommun;5 kap. Ärekränkningsbrott;2010;Jun;5;8;
Kalmar kommun;5 kap. Ärekränkningsbrott;2011;Okt;1;2;
Mönsterås kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Mönsterås kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;3;22;
Mönsterås kommun;5 kap. Ärekränkningsbrott;1997;Helår;3;22;
Mönsterås kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2001;Jan;1;8;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2004;Nov;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2006;Dec;1;8;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2009;Jun;1;8;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2010;Jun;1;8;
Mönsterås kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Mörbylånga kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;1997;Helår;4;29;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2004;Nov;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2006;Mar;2;15;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2006;Dec;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2009;Jun;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2010;Jun;..;..;
Mörbylånga kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Nybro kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Nybro kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Nybro kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Nybro kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Nybro kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Nybro kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Nybro kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Nybro kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Nybro kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Nybro kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Nybro kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Nybro kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Nybro kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;1997;Helår;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;1998;Jul;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;1999;Feb;3;15;
Nybro kommun;5 kap. Ärekränkningsbrott;2001;Jan;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;2002;Feb;3;15;
Nybro kommun;5 kap. Ärekränkningsbrott;2004;Nov;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Nybro kommun;5 kap. Ärekränkningsbrott;2006;Dec;..;..;
Nybro kommun;5 kap. Ärekränkningsbrott;2009;Jun;2;10;
Nybro kommun;5 kap. Ärekränkningsbrott;2010;Jun;..;..;
Nybro kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Oskarshamn kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;4;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;1997;Helår;8;30;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;1999;Feb;2;8;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2004;Nov;3;11;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2006;Mar;3;11;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2006;Dec;..;..;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2009;Jun;4;15;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2010;Jun;2;8;
Oskarshamn kommun;5 kap. Ärekränkningsbrott;2011;Okt;3;11;
Torsås kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Torsås kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Torsås kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Torsås kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Torsås kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Torsås kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Torsås kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Torsås kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Torsås kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Torsås kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Torsås kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Torsås kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;1997;Helår;2;26;
Torsås kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2004;Nov;1;14;
Torsås kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2006;Dec;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2009;Jun;..;..;
Torsås kommun;5 kap. Ärekränkningsbrott;2010;Jun;3;43;
Torsås kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Vimmerby kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;5;31;
Vimmerby kommun;5 kap. Ärekränkningsbrott;1997;Helår;10;63;
Vimmerby kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2002;Feb;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2004;Nov;2;13;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2006;Dec;2;13;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2009;Jun;2;13;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2010;Jun;1;6;
Vimmerby kommun;5 kap. Ärekränkningsbrott;2011;Okt;1;6;
Västervik kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Västervik kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Västervik kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Västervik kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Västervik kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Västervik kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Västervik kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Västervik kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Västervik kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Västervik kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Västervik kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Västervik kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Västervik kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;4;10;
Västervik kommun;5 kap. Ärekränkningsbrott;1997;Helår;11;28;
Västervik kommun;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Västervik kommun;5 kap. Ärekränkningsbrott;1999;Feb;3;8;
Västervik kommun;5 kap. Ärekränkningsbrott;2001;Jan;1;3;
Västervik kommun;5 kap. Ärekränkningsbrott;2002;Feb;3;8;
Västervik kommun;5 kap. Ärekränkningsbrott;2004;Nov;2;5;
Västervik kommun;5 kap. Ärekränkningsbrott;2006;Mar;..;..;
Västervik kommun;5 kap. Ärekränkningsbrott;2006;Dec;2;5;
Västervik kommun;5 kap. Ärekränkningsbrott;2009;Jun;1;3;
Västervik kommun;5 kap. Ärekränkningsbrott;2010;Jun;3;8;
Västervik kommun;5 kap. Ärekränkningsbrott;2011;Okt;2;6;
Uppgift om kommun saknas;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;1997;Helår;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;1998;Jul;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;1999;Feb;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2001;Jan;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2002;Feb;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2004;Nov;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2006;Mar;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2006;Dec;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2009;Jun;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2010;Jun;..;..;
Uppgift om kommun saknas;3-7 kap. Brott mot person;2011;Okt;..;..;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;1997;Helår;12;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;1998;Jul;..;..;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;1999;Feb;1;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2001;Jan;2;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2002;Feb;1;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2004;Nov;..;..;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2006;Mar;1;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2006;Dec;1;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2009;Jun;8;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2010;Jun;5;0;
Uppgift om kommun saknas;5 kap. Ärekränkningsbrott;2011;Okt;9;0;
Kronobergs län;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Kronobergs län;3-7 kap. Brott mot person;1997;Helår;..;..;
Kronobergs län;3-7 kap. Brott mot person;1998;Jul;..;..;
Kronobergs län;3-7 kap. Brott mot person;1999;Feb;..;..;
Kronobergs län;3-7 kap. Brott mot person;2001;Jan;..;..;
Kronobergs län;3-7 kap. Brott mot person;2002;Feb;..;..;
Kronobergs län;3-7 kap. Brott mot person;2004;Nov;..;..;
Kronobergs län;3-7 kap. Brott mot person;2006;Mar;..;..;
Kronobergs län;3-7 kap. Brott mot person;2006;Dec;..;..;
Kronobergs län;3-7 kap. Brott mot person;2009;Jun;..;..;
Kronobergs län;3-7 kap. Brott mot person;2010;Jun;..;..;
Kronobergs län;3-7 kap. Brott mot person;2011;Okt;..;..;
Kronobergs län;5 kap. Ärekränkningsbrott;1997;Kvartal 2;14;8;
Kronobergs län;5 kap. Ärekränkningsbrott;1997;Helår;44;25;
Kronobergs län;5 kap. Ärekränkningsbrott;1998;Jul;4;2;
Kronobergs län;5 kap. Ärekränkningsbrott;1999;Feb;3;2;
Kronobergs län;5 kap. Ärekränkningsbrott;2001;Jan;5;3;
Kronobergs län;5 kap. Ärekränkningsbrott;2002;Feb;9;5;
Kronobergs län;5 kap. Ärekränkningsbrott;2004;Nov;6;3;
Kronobergs län;5 kap. Ärekränkningsbrott;2006;Mar;6;3;
Kronobergs län;5 kap. Ärekränkningsbrott;2006;Dec;14;8;
Kronobergs län;5 kap. Ärekränkningsbrott;2009;Jun;10;5;
Kronobergs län;5 kap. Ärekränkningsbrott;2010;Jun;14;8;
Kronobergs län;5 kap. Ärekränkningsbrott;2011;Okt;14;8;
Alvesta kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Alvesta kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Alvesta kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Alvesta kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
Alvesta kommun;3-7 kap. Brott mot person;2011;Okt;..;..;
Alvesta kommun;5 kap. Ärekränkningsbrott;1997;Kvartal 2;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;1997;Helår;5;26;
Alvesta kommun;5 kap. Ärekränkningsbrott;1998;Jul;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;1999;Feb;..;..;
Alvesta kommun;5 kap. Ärekränkningsbrott;2001;Jan;..;..;
Alvesta kommun;5 kap. Ärekränkningsbrott;2002;Feb;2;11;
Alvesta kommun;5 kap. Ärekränkningsbrott;2004;Nov;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;2006;Mar;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;2006;Dec;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;2009;Jun;1;5;
Alvesta kommun;5 kap. Ärekränkningsbrott;2010;Jun;..;..;
Alvesta kommun;5 kap. Ärekränkningsbrott;2011;Okt;..;..;
Lessebo kommun;3-7 kap. Brott mot person;1997;Kvartal 2;..;..;
Lessebo kommun;3-7 kap. Brott mot person;1997;Helår;..;..;
Lessebo kommun;3-7 kap. Brott mot person;1998;Jul;..;..;
Lessebo kommun;3-7 kap. Brott mot person;1999;Feb;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2001;Jan;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2002;Feb;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2004;Nov;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2006;Mar;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2006;Dec;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2009;Jun;..;..;
Lessebo kommun;3-7 kap. Brott mot person;2010;Jun;..;..;
